Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,keywords,release date,mentions before,total posts before,normalized mentions before,upvotes before,mentions after,total posts after,normalized mentions after,upvotes after
Guitar Hero Live,PS4,2015,Misc,Activision,1.34,1.21,0,0.41,2.96,nan,nan,5.7,466,FreeStyleGames,T,"Guitar Hero Live,Guitar Hero",10/20/2015,28,31009,0.000902964,175,36,40102,0.000897711,563
Wii Fit U,Wii U,2013,Sports,Nintendo,0.7,0.46,0.42,0.1,1.7,72,38,7.7,144,Nintendo,E,Wii Fit U,11/1/2013,2,40345,4.96E-05,2,0,52818,0,0
Darksiders II,PS3,2012,Action,THQ,1.18,1.07,0.02,0.37,2.62,83,164,7.5,1953,Vigil Games,M,"Darksiders II,Darksiders",8/14/2012,36,54089,0.00066557,1499,211,46348,0.004552516,622
Xenoblade Chronicles X,Wii U,2015,Role-Playing,Nintendo,0.72,0.56,0.28,0.12,1.68,84,174,8.9,3096,Monolith Soft,T,"Xenoblade Chronicles X,Xenoblade Chronicles",12/4/2015,25,41969,0.000595678,70,25,33025,0.000757002,683
Duke Nukem Forever,Xbox 360,2011,Shooter,Take-Two Interactive,1.55,0.98,0,0.32,2.83,50.75,248,4.85,2373,"Gearbox Software, 3D Realms",M,Duke Nukem Forever,6/10/2011,0,26719,0,0,373,26017,0.01433678,8260
Tiger Woods PGA Tour 11,PS3,2010,Sports,Electronic Arts,1.25,1.1,0,0.37,2.72,79.75,160,7.375,76,EA Sports,E,"Tiger Woods PGA Tour 11,Tiger Woods PGA Tour",6/8/2010,3,9982,0.000300541,0,3,10979,0.000273249,3
Street Fighter X Tekken,PS3,2012,Fighting,Capcom,1.25,0.56,0.24,0.25,2.32,82.5,172,5.625,625,Capcom,T,"Street Fighter X Tekken,SFV,Street Fighter",3/6/2012,0,40589,0,0,74,42792,0.001729295,2169
Call of Duty: Modern Warfare 3,Wii,2011,Shooter,Activision,1.1,0.4,0,0.16,1.64,70,32,1.8,884,"Treyarch, Sledgehammer Games",M,"Modern Warfare 3,Call of Duty: Modern Warfare,CoD,Call of Duty,Call of Duty: Modern Warfare 3",11/23/2011,0,48459,0,0,100,37520,0.002665245,1558
DJ Hero 2,Xbox 360,2010,Misc,Activision,2.23,0.52,0,0.26,3.01,86.5,198,7.775,85,FreeStyleGames,T,"DJ Hero,DJ Hero 2",10/19/2010,4,11251,0.000355524,5,3,12667,0.000236836,3
Dance Central 3,Xbox 360,2012,Misc,Microsoft Game Studios,1.14,0.36,0,0.12,1.62,86,86,8,90,Harmonix Music Systems,T,"Dance Central,Dance Central 3",10/16/2012,1,42452,2.36E-05,1,9,45426,0.000198124,26
Twisted Metal (2012),PS3,2012,Action,Sony Computer Entertainment,1.34,0.14,0,0.16,1.62,nan,nan,nan,nan,nan,nan,"Twisted Metal (2012),Twisted Metal",2/14/2012,1,37400,2.67E-05,0,55,41380,0.001329145,149
Killzone: Mercenary,Vita,2013,Shooter,Sony Computer Entertainment Europe,0.4,0.78,0.08,0.34,1.6,78,172,8.9,1026,Guerilla Cambridge,M,"Killzone,Mercenary,Killzone: Mercenary",9/10/2013,21,49520,0.000424071,29,7,51400,0.000136187,4
pro evolution soccer 2011,PSP,2010,Sports,Konami Digital Entertainment,0.1,0.6,0.58,0.32,1.58,74,20,5.8,10,Konami,E,"pro evolution soccer,pro evolution soccer 2011",11/2/2010,2,11731,0.000170488,1,4,14151,0.000282666,4
DmC: Devil May Cry,PS3,2013,Action,Capcom,0.74,0.64,0.39,0.24,2.02,85.33333333,145,5.233333333,4380,Ninja Theory,M,"Devil May Cry,DMC,DmC,DmC: Devil May Cry",1/15/2013,77,50386,0.001528202,68,219,47696,0.00459158,3051
EA Sports Active NFL Training Camp,Wii,2010,Sports,Electronic Arts,1.5,0,0,0.1,1.58,nan,nan,0,nan,EA Sports,E,EA Sports Active NFL Training Camp,11/16/2010,0,12667,0,0,0,15009,0,0
[Prototype 2],Xbox 360,2012,Action,Activision,1.39,0.79,0,0.25,2.43,75.75,189,6.8,914,Radical Entertainment,M,[Prototype 2],7/24/2012,0,60739,0,0,30,49478,0.00060633,851
Pro Evolution Soccer 2016,PS4,2015,Sports,Konami Digital Entertainment,0.43,1.07,0.41,0.26,2.19,nan,nan,6.92,1578,Konami,E,"Pro Evolution Soccer,Pro Evolution Soccer 2016",9/15/2015,2,32285,6.19E-05,2,0,30563,0,0
Rare Replay,Xbox One,2015,Misc,Microsoft Game Studios,0.98,0.44,0.02,0.14,1.58,84,150,7.7,650,Rare Ltd.,M,Rare Replay,8/4/2015,23,29212,0.000787348,45,0,30375,0,0
Golden Sun: Dark Dawn,DS,2010,Role-Playing,Nintendo,1.02,0.18,0.26,0.1,1.56,79,126,8.1,172,Camelot Software Planning,E10+,"Golden Sun,Dark Dawn,Golden Sun: Dark Dawn",11/29/2010,7,14016,0.000499429,99,8,15516,0.000515597,24
Dead Island: Riptide,Xbox 360,2013,Action,Deep Silver,1.14,0.71,0.09,0.23,2.16,58.66666667,111,6.166666667,524,Techland,M,"Dead Island,Dead Island: Riptide,Riptide",4/23/2013,30,47784,0.000627825,62,191,45515,0.004196419,778
Mario & Sonic at the Sochi 2014 Olympic Winter Games,Wii U,2013,Sports,Nintendo,0.74,0.44,0.26,0.12,1.56,nan,nan,nan,nan,nan,nan,"Sonic,Mario,Mario & Sonic at the Sochi 2014 Olympic Winter Games",11/15/2013,374,44506,0.008403361,38489,450,50970,0.008828723,33601
Aliens: Colonial Marines,Xbox 360,2013,Shooter,Sega,1.02,1.03,0,0.27,2.32,46,159,3.675,2349,Gearbox Software,M,"Colonial Marines,Aliens,Aliens: Colonial Marines",2/12/2013,69,47696,0.001446662,1958,356,48208,0.007384666,8875
ABBA: You Can Dance,Wii,2011,Misc,Ubisoft,0.36,0.98,0,0.2,1.54,66,10,0,nan,Ubisoft,E10+,"ABBA,You Can Dance,ABBA: You Can Dance",11/15/2011,0,47876,0,0,1,38159,2.62E-05,1
UFC Personal Trainer: The Ultimate Fitness System,Xbox 360,2011,Sports,THQ,1.25,0.5,0,0.17,1.91,64.75,85,3.85,nan,THQ,E,"Persona,UFC Personal Trainer,The Ultimate Fitness System,UFC Personal Trainer: The Ultimate Fitness System",7/1/2011,1,28772,3.48E-05,1,1,23987,4.17E-05,1
The Walking Dead: Season One,PS3,2012,Adventure,Avanquest Software,0.8,0.46,0.06,0.2,1.52,nan,nan,nan,nan,nan,nan,"The Walking Dead,The Walking Dead: Season One,Season One,The Walking Dead: Season",4/24/2012,11,44497,0.000247208,35,89,44904,0.001982006,358
Bayonetta 2,Wii U,2014,Action,Nintendo,0.64,0.56,0.2,0.12,1.52,91,160,8.2,2434,PlatinumGames,M,"Bayonetta,Bayonetta 2",10/24/2014,34,26603,0.001278051,3602,38,30140,0.001260783,1472
Sonic & SEGA All-Stars Racing with Banjo-Kazooie,Xbox 360,2010,Racing,Sega,0.74,0.64,0,0.14,1.52,nan,nan,nan,nan,nan,nan,"Sonic,Sonic & SEGA All-Stars Racing with Banjo-Kazooie",2/23/2010,0,9219,0,0,0,11117,0,0
The Sims 3,3DS,2011,Simulation,Electronic Arts,0.6,0.74,0.06,0.14,1.52,52,58,3.3,62,EA Games,T,"The Sims,The Sims 3,Sims",3/27/2011,12,18630,0.000644122,125,23,24031,0.000957097,148
Titanfall 2,PS4,2016,Shooter,Electronic Arts,1.08,0.69,0.1,0.3,2.15,87.5,170,8.2,2157,Respawn Entertainment,M,"Titanfall 2,Titanfall",10/28/2016,120,39609,0.003029614,14139,751,46690,0.016084815,153891
SoulCalibur V,PS3,2012,Fighting,Namco Bandai Games,1.09,0.59,0.16,0.22,2.08,79.66666667,162,6.533333333,424,Project Soul,T,"SoulCalibur,SoulCalibur V",1/31/2012,16,37025,0.00043214,241,26,39439,0.000659246,2811
Pro Evolution Soccer 2015,PS4,2014,Sports,Konami Digital Entertainment,0.36,1.28,0.44,0.28,2.36,nan,nan,7.26,900,Konami,E,"Pro Evolution Soccer 2015,Pro Evolution Soccer",11/11/2014,2,28394,7.04E-05,2,10,31177,0.000320749,16
Raving Rabbids: Travel in Time,Wii,2010,Adventure,Ubisoft,0.42,0.92,0,0.16,1.5,62,48,7.6,28,Ubisoft,E10+,"Raving Rabbids: Travel in Time,Raving Rabbids,Travel in Time",11/21/2010,1,12923,7.74E-05,1,3,15236,0.000196902,1
Final Fantasy XIV: A Realm Reborn,PS4,2014,Role-Playing,Square Enix,0.66,0.46,0.16,0.22,1.5,nan,nan,nan,nan,nan,nan,"A Realm Reborn,Final Fantasy XIV,Final Fantasy XIV: A Realm Reborn,Final Fantasy",4/14/2014,12,35034,0.000342524,26,96,31488,0.00304878,443
Assassin's Creed: Revelations,Windows,2011,Action,Ubisoft,0.28,0.96,0,0.24,1.48,80,40,7.4,1542,Ubisoft Montreal,M,"Assassin's Creed: Revelations,Assassin's Creed,Revelations",11/29/2011,36,47416,0.000759237,740,85,39963,0.002126967,530
Final Fantasy X/X-2 HD Remaster,PS4,2015,Role-Playing,Square Enix,0.58,0.54,0.12,0.22,1.48,nan,nan,nan,nan,nan,nan,"Final Fantasy X/X-2 HD Remaster,Final Fantasy",5/12/2015,92,32568,0.002824859,528,113,32199,0.003509426,2903
Resident Evil: Revelations,PS3,2013,Action,Capcom,0.47,0.75,0.49,0.21,1.93,75.75,109,7.325,724,Capcom,M,"Revelations,Resident Evil: Revelations,Resident Evil",5/21/2013,57,45515,0.001252334,3024,78,81113,0.000961621,630
Ace Combat: Assault Horizon,PS3,2011,Action,Namco Bandai Games,0.9,0.42,0.47,0.18,1.97,77.33333333,127,6.533333333,246,Project Aces,T,"Ace Combat,Ace Combat: Assault Horizon,Assault Horizon",10/11/2011,14,28374,0.000493409,39,9,39780,0.000226244,9
MLB 13: The Show,PS3,2013,Sports,Sony Computer Entertainment,1.44,0,0,0.16,1.59,83,79,7.7,249,SCEA San Diego Studios,E,"MLB 13,The Show,MLB 13: The Show",3/5/2013,65,47163,0.001378199,1673,4,50923,7.85E-05,4
Resonance of Fate,PS3,2010,Role-Playing,Sega,0.52,0.55,0.54,0.19,1.79,72.66666667,127,7.9,368,Tri-Ace,T,Resonance of Fate,3/16/2010,0,10732,0,0,9,11011,0.000817364,9
The Walking Dead: Season One,Xbox 360,2012,Adventure,Avanquest Software,1.1,0.26,0,0.1,1.46,nan,nan,nan,nan,nan,nan,"The Walking Dead,The Walking Dead: Season One,Season One,The Walking Dead: Season",4/27/2012,0,44468,0,0,5,44763,0.000111699,7
Split/Second,PS3,2010,Racing,Disney Interactive Studios,1.02,0.85,0.02,0.3,2.17,nan,nan,nan,nan,nan,nan,Split/Second,5/18/2010,23,10941,0.002102184,25,25,10416,0.002400154,29
Style Savvy: Trendsetters,3DS,2012,Simulation,Nintendo,0.32,0.04,1.06,0.02,1.46,76,10,8,30,syn Sophia,E,"Trendsetters,Style Savvy: Trendsetters,Style Savvy",10/22/2012,0,41010,0,0,2,48062,4.16E-05,2
NHL 11,Xbox 360,2010,Sports,Electronic Arts,1.62,0.26,0,0.17,2.05,88,136,7.5,196,Electronic Arts,E10+,"NHL,NHL 11",9/7/2010,0,10710,0,0,16,11758,0.001360776,15
LEGO Marvel's Avengers,PS4,2016,Action,Warner Bros. Interactive Entertainment,1.2,1.31,0.01,0.4,2.95,nan,nan,6.35,246,TT Games,E10+,"Marvel,LEGO Marvel's Avengers",1/26/2016,1,33151,3.02E-05,1,58,33101,0.001752213,60
LEGO Dimensions,PS4,2015,Action,Warner Bros. Interactive Entertainment,1.43,1.6,0,0.46,3.48,nan,nan,6.683333333,222,Traveller's Tales,E10+,LEGO Dimensions,9/27/2015,13,31954,0.000406835,52,25,31525,0.000793021,356
Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,2012,Fighting,Namco Bandai Games,0.8,0.62,0.29,0.2,1.9,74,81,7.133333333,213,"CyberConnect2, Racjin",T,"Ultimate Ninja Storm Generations,Naruto Shippuden,Naruto,Naruto Shippuden: Ultimate Ninja Storm Generations",3/13/2012,2,41380,4.83E-05,2,3,43052,6.97E-05,3
Ratchet & Clank Collection,PS3,2012,Action,Sony Computer Entertainment,0.94,0.26,0.04,0.2,1.44,nan,nan,nan,nan,nan,nan,Ratchet & Clank Collection,8/28/2012,0,49805,0,0,0,45302,0,0
Total War: Rome II,Windows,2013,Strategy,Sega,0.24,1.06,0,0.14,1.44,76,142,4.2,7484,Creative Assembly,T,"Total War: Rome,Total War: Rome II,Total War,Rome II",9/3/2013,46,51098,0.000900231,643,167,52444,0.003184349,9808
Star Ocean: The Last Hope International,PS3,2010,Role-Playing,Square Enix,0.56,0.3,0.44,0.14,1.44,74,90,6.7,310,"Square Enix, Tri-Ace",T,"The Last Hope International,Star Ocean: The Last Hope International,Star Ocean",2/9/2010,1,8689,0.000115088,1,0,10250,0,0
Persona Q: Shadow of the Labyrinth,3DS,2014,Role-Playing,Nippon Ichi Software,0.68,0.14,0.54,0.08,1.44,83,112,8.1,338,Atlus,M,"Persona,Shadow of the Labyrinth,Persona Q: Shadow of the Labyrinth,Persona Q",11/25/2014,13,30767,0.000422531,11,12,28964,0.000414307,46
MLB 14: The Show,PS4,2014,Sports,Sony Computer Entertainment America,1.59,0,0,0.39,1.98,78.75,66,7.3,514,SCEA San Diego Studios,E,"MLB 14,The Show,MLB 14: The Show",4/1/2014,38,37736,0.001006996,63,43,32184,0.001336068,47
Borderlands: The Pre-Sequel,Xbox 360,2014,Shooter,Take-Two Interactive,1.29,0.74,0.07,0.26,2.34,75,111,6.325,1155,2K Australia,M,"The Pre-Sequel,Borderlands,Borderlands: The Pre-Sequel",10/14/2014,107,26210,0.004082411,9837,283,28394,0.009966894,7076
Disney Infinity 3.0,PS4,2015,Action,Disney Interactive Studios,1.26,1.42,0,0.41,3.08,nan,nan,nan,nan,nan,nan,Disney Infinity 3.0,8/30/2015,8,30026,0.000266436,9,19,31954,0.000594605,44
MLB 10: The Show,PS3,2010,Sports,Sony Computer Entertainment,1.71,0.16,0,0.19,2.06,nan,nan,5.8,nan,SCEA,E,"The Show,MLB 10: The Show,MLB 10",3/2/2010,2,9655,0.000207147,2,3,11285,0.00026584,2
XCOM: Enemy Unknown,Windows,2012,Strategy,Take-Two Interactive,1.14,1.16,0,0.31,2.61,89.25,169,8.225,5132,Firaxis Games,M,"XCOM: Enemy Unknown,Enemy Unknown,XCOM",10/9/2012,44,44703,0.000984274,171,209,43388,0.004817,1748
Dragon Ball: Xenoverse 2,PS4,2016,Action,Namco Bandai Games,0.59,0.61,0.18,0.22,1.62,73,116,7.633333333,263,Dimps Corporation,T,"Dragon Ball,Dragon Ball: Xenoverse 2,Xenoverse 2,Dragon Ball: Xenoverse,Dragonball",10/25/2016,64,38675,0.001654816,75,98,46193,0.002121534,470
Catherine,PS3,2011,Adventure,Deep Silver,0.8,0.34,0.43,0.14,1.71,80,161,8.033333333,897,Atlus,M,Catherine,7/26/2011,32,24085,0.001328628,585,78,28174,0.00276851,772
Lego Star Wars: The Force Awakens,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.66,1.35,0.05,0.32,2.35,nan,nan,6.475,nan,TT Games,E10+,"Lego Star Wars,The Force Awakens,Star Wars,Lego Star Wars: The Force Awakens",6/28/2016,187,40319,0.004638012,9002,196,37889,0.005173005,1589
NHL 12,Xbox 360,2011,Sports,Electronic Arts,1.46,0.35,0,0.17,1.98,86,145,7.166666667,196,Electronic Arts,E10+,"NHL 12,NHL",9/13/2011,17,31717,0.00053599,525,17,28374,0.00059914,651
James Bond 007: Blood Stone,PS3,2010,Shooter,Activision,0.63,0.96,0.04,0.31,1.95,65,191,5.8,nan,Bizarre Creations,T,"James Bond 007,Blood Stone,James Bond 007: Blood Stone",11/2/2010,2,11731,0.000170488,3,11,14151,0.00077733,13
MotionSports,Xbox 360,2010,Sports,Ubisoft,0.76,0.5,0,0.12,1.38,40,60,4.4,18,Ubisoft Milan,T,MotionSports,11/4/2010,0,11812,0,0,0,14316,0,0
Need for Speed (2015),Xbox One,2015,Racing,Electronic Arts,0.6,0.66,0,0.12,1.38,nan,nan,nan,nan,nan,nan,"Need for Speed,Need for Speed (2015)",11/3/2015,68,33251,0.002045051,267,14,42303,0.000330946,11
Prince of Persia: The Forgotten Sands,PS3,2010,Action,Ubisoft,1.01,1.28,0.03,0.43,2.75,70.5,208,7.466666667,403,Ubisoft Montreal,T,"Prince of Persia: The Forgotten Sands,Prince of Persia,The Forgotten Sands",5/18/2010,25,10941,0.002284983,35,50,10416,0.004800307,74
The Sims: Medieval,Windows,2011,Simulation,Electronic Arts,0.56,0.64,0,0.18,1.38,77,112,6.1,346,The Sims Studio,T,"The Sims,The Sims: Medieval,Sims,Medieval",3/22/2011,4,18670,0.000214247,4,15,23810,0.000629987,30
Top Spin 4,PS3,2011,Sports,Take-Two Interactive,0.53,1.08,0,0.32,1.93,75.5,136,7.75,187,2K Czech,E,"Top Spin,Top Spin 4",3/15/2011,4,18581,0.000215274,4,16,19704,0.000812018,18
Sniper Elite 3,PS4,2014,Shooter,505 Games,0.94,1.04,0,0.33,2.29,nan,nan,6.76,468,Rebellion,M,"Sniper Elite,Sniper Elite 3",7/1/2014,145,36865,0.00393327,11855,118,30123,0.003917273,2576
Kirby's Dream Collection: Special Edition,Wii,2012,Action,Nintendo,0.66,0,0.66,0.04,1.34,82,12,8.8,74,HAL Labs,E10+,"Kirby's Dream Collection: Special Edition,Kirby's Dream Collection,Special Edition,Kirby",9/16/2012,34,45991,0.000739275,1503,33,43277,0.00076253,426
Book of Spells,PS3,2012,Action,Sony Computer Entertainment,0.28,0.78,0,0.3,1.34,nan,nan,nan,nan,nan,nan,Book of Spells,11/13/2012,0,45426,0,0,3,49978,6.00E-05,4
London 2012: The Official Video Game of the Olympic Games,PS3,2012,Sports,Sega,0.19,1.4,0,0.35,1.92,nan,nan,nan,nan,nan,nan,"London 2012: The Official Video Game of the Olympic Games,London 2012,The Official Video Game of the Olympic Games",6/26/2012,4,50784,7.88E-05,5,1,60739,1.65E-05,1
Terraria,Xbox 360,2013,Action,505 Games,0.7,0.54,0,0.12,1.34,81,78,7.2,278,Engine Software,T,Terraria,3/27/2013,14,49552,0.000282531,9,33,47277,0.000698014,214
Need for Speed: Shift 2 Unleashed,PS3,2011,Racing,Electronic Arts,0.63,1.02,0,0.31,1.96,nan,nan,nan,nan,nan,nan,"Need for Speed,Shift 2 Unleashed,Need for Speed: Shift 2 Unleashed",3/29/2011,26,18692,0.001390969,27,17,24451,0.000695268,22
NHL 13,Xbox 360,2012,Sports,Electronic Arts,1.35,0.41,0,0.19,1.96,83.33333333,110,6.666666667,232,Electronic Arts,E10+,"NHL 13,NHL",9/11/2012,17,46348,0.00036679,110,30,44703,0.000671096,141
Napoleon: Total War,Windows,2010,Strategy,Sega,0.04,1.06,0,0.24,1.32,81,112,7.9,1030,Creative Assembly,T,"Napoleon,Napoleon: Total War,Total War",2/23/2010,15,9219,0.001627075,116,12,11117,0.001079428,13
Metro: Last Light,PS4,2014,Action,Deep Silver,0.59,0.73,0.08,0.23,1.63,nan,nan,nan,nan,nan,nan,"Metro,Last Light,Metro: Last Light",8/26/2014,13,31056,0.000418599,181,109,27915,0.003904711,1724
Rayman Legends,Wii U,2013,Platform,Ubisoft,0.83,1.2,0.06,0.24,2.33,91.25,128,8.575,1457,Ubisoft Montpellier,E10+,Rayman Legends,9/3/2013,26,51098,0.000508826,52,58,52444,0.001105942,1756
Lollipop Chainsaw,PS3,2012,Action,Warner Bros. Interactive Entertainment,0.85,0.52,0.24,0.2,1.8,68,138,7.066666667,658,Grasshopper Manufacture,M,Lollipop Chainsaw,6/12/2012,18,47782,0.000376711,51,57,49014,0.001162933,861
Fist of the North Star: Ken's Rage,PS3,2010,Action,Ubisoft Annecy,0.12,0.06,1.1,0.02,1.32,60,60,6.9,58,"Koei, Omega Force",M,"Ken's Rage,Fist of the North Star: Ken's Rage,Fist of the North Star",11/5/2010,6,11826,0.000507357,13,2,14379,0.000139092,3
Plants vs. Zombies: Garden Warfare,PS3,2014,Shooter,Electronic Arts,0.65,0.93,0.03,0.32,1.93,nan,nan,7.733333333,307,PopCap,E10+,"Garden Warfare,Plants vs. Zombies: Garden Warfare,Plants vs. Zombies",8/19/2014,37,30965,0.001194897,65,31,29231,0.001060518,358
Ratchet & Clank: Into the Nexus,PS3,2013,Shooter,Sony Computer Entertainment,0.6,0.5,0,0.2,1.3,nan,nan,nan,nan,nan,nan,"Into the Nexus,Ratchet & Clank,Ratchet & Clank: Into the Nexus",11/12/2013,14,42712,0.000327777,15,23,52525,0.000437887,114
Crafting Mama,DS,2010,Simulation,505 Games,0.78,0.38,0.02,0.1,1.3,nan,nan,0,nan,Cooking Mama Limited,E,Crafting Mama,10/26/2010,0,11587,0,0,0,12925,0,0
God of War III,PS4,2015,Action,Sony Computer Entertainment,0.48,0.58,0.02,0.2,1.3,nan,nan,nan,nan,nan,nan,"God of War,God of War III",7/14/2015,14,31622,0.00044273,25,4,28988,0.000137988,4
Rayman 3D,3DS,2011,Platform,Ubisoft,0.46,0.7,0,0.12,1.28,61,78,6.6,96,Ubisoft Casablanca,E,Rayman 3D,3/27/2011,0,18630,0,0,0,24031,0,0
Sengoku Basara: Samurai Heroes,PS3,2010,Action,Capcom,0.4,0.09,1,0.05,1.57,62.33333333,92,8.2,71,Capcom,T,"Sengoku Basara: Samurai Heroes,Samurai Heroes,Sengoku Basara",10/12/2010,2,11523,0.000173566,1,3,12211,0.00024568,4
Dishonored 2,PS4,2016,Action,Bethesda Softworks,0.6,0.79,0,0.23,1.62,87.5,171,7.05,1677,Arkane Studios,M,"Dishonored,Dishonored 2",11/11/2016,111,46673,0.002378249,11863,279,45139,0.006180908,40585
Dead or Alive 5,PS3,2012,Fighting,Tecmo Koei,0.65,0.36,0.43,0.17,1.6,74.66666667,107,7.766666667,313,Team Ninja,M,"Dead or Alive 5,Dead or Alive",9/25/2012,0,45302,0,0,22,40989,0.000536729,86
Disney Sing It: Party Hits,Wii,2010,Misc,Disney Interactive Studios,1.06,0.21,0,0.09,1.38,nan,nan,0,nan,Disney Interactive Studios,E,"Party Hits,Disney Sing It: Party Hits,Disney Sing It",10/12/2010,0,11523,0,0,0,12211,0,0
The Walking Dead: Survival Instinct,Xbox 360,2013,Shooter,Activision,1.28,0.4,0,0.19,1.88,nan,nan,4.05,1065,Terminal Reality,M,"The Walking Dead,Survival Instinct,The Walking Dead: Survival Instinct",3/19/2013,14,48904,0.000286275,510,66,50051,0.001318655,2048
The Sims 3: Generations,Windows,2011,Simulation,Electronic Arts,0.8,0.46,0,0,1.26,70,44,3.6,162,The Sims Studio,T,"Generations,The Sims 3,Sims,The Sims 3: Generations",5/31/2011,4,23364,0.000171204,70,42,28840,0.001456311,342
Angry Birds Trilogy,3DS,2012,Action,Activision,1.06,0.47,0,0.15,1.68,63.25,35,4.1,87,Exient Entertainment,E,Angry Birds Trilogy,9/25/2012,1,45302,2.21E-05,1,0,40989,0,0
NHL 16,PS4,2015,Sports,Electronic Arts,1.1,0.37,0,0.27,1.74,78.66666667,74,5.666666667,395,"EA Sports, EA Canada",E10+,"NHL,NHL 16",9/15/2015,16,32285,0.000495586,14,48,30563,0.001570526,978
Red Steel 2,Wii,2010,Shooter,Ubisoft,0.7,0.4,0.02,0.12,1.24,80,146,8.6,356,Ubisoft Paris,T,"Red Steel,Red Steel 2",3/23/2010,7,11117,0.000629666,5,15,11143,0.001346137,103
Start the Party!,PS3,2010,Misc,Sony Computer Entertainment,0.14,0.82,0,0.26,1.24,nan,nan,nan,nan,nan,nan,Start the Party!,9/7/2010,0,10710,0,0,1,11758,8.50E-05,1
NieR,PS3,2010,Role-Playing,Square Enix,0.47,0.46,0.44,0.16,1.51,67.66666667,176,8.366666667,652,Cavia Inc.,M,NieR,4/27/2010,0,11116,0,0,19,10624,0.001788404,216
Cooking Mama 4: Kitchen Magic!,3DS,2011,Simulation,505 Games,1,0.14,0,0.1,1.22,56,12,6,14,Cooking Mama Limited,E,"Kitchen Magic!,Cooking Mama 4,Cooking Mama 4: Kitchen Magic!",11/16/2011,1,48402,2.07E-05,1,0,37778,0,0
Scribblenauts: Unlimited,3DS,2012,Action,Warner Bros. Interactive Entertainment,1.37,0.11,0,0.13,1.59,73,68,7.4,151,5TH Cell,E10+,"Scribblenauts: Unlimited,Unlimited,Scribblenauts",11/30/2012,86,50213,0.001712704,5931,123,48813,0.002519821,12355
The Black Eyed Peas Experience,Wii,2011,Misc,Ubisoft,0.94,0.48,0,0.15,1.54,nan,nan,2.9,nan,Ubisoft Quebec,T,The Black Eyed Peas Experience,11/8/2011,0,39780,0,0,4,44288,9.03E-05,75
Vanquish,PS3,2010,Shooter,Sega,0.61,0.58,0.25,0.2,1.64,84,192,8.2,790,PlatinumGames,M,Vanquish,10/19/2010,0,11251,0,0,22,12667,0.001736796,73
Tearaway,Vita,2013,Adventure,Sony Computer Entertainment Europe,0.28,0.68,0,0.28,1.22,87,164,8.9,782,Media Molecule,E,Tearaway,11/22/2013,0,52068,0,0,17,43294,0.000392664,305
Pac-Man Party,Wii,2010,Misc,Namco Bandai Games,0.94,0.16,0.02,0.08,1.22,59,28,5.9,16,TOSE,E10+,Pac-Man Party,11/16/2010,1,12667,7.89E-05,1,0,15009,0,0
Kinect Sports Rivals,Xbox One,2014,Sports,Microsoft Game Studios,0.6,0.46,0.04,0.1,1.2,60,106,5.1,288,Microsoft Game Studios,E10+,Kinect Sports Rivals,4/8/2014,6,36422,0.000164736,6,0,31970,0,0
Dynasty Warriors 8,PS3,2013,Action,Tecmo Koei,0.33,0.25,0.68,0.11,1.35,67,73,8.166666667,185,Omega Force,T,"Dynasty Warriors 8,Dynasty Warriors",7/16/2013,0,74859,0,0,11,54557,0.000201624,25
Fighters Uncaged,Xbox 360,2010,Fighting,Ubisoft,0.62,0.46,0,0.12,1.2,32,76,4.6,46,Ubisoft,T,Fighters Uncaged,11/18/2010,0,12819,0,0,0,15049,0,0
 Frozen: Olaf's Quest,3DS,2013,Platform,Disney Interactive Studios,0.75,0.8,0,0.14,1.72,nan,nan,nan,nan,nan,nan,"Olaf's Quest,Frozen,Frozen: Olaf's Quest",11/12/2013,0,42712,0,0,0,52525,0,0
WWE 2K17,PS4,2016,Sports,Take-Two Interactive,0.56,0.91,0,0.23,1.71,nan,nan,4.68,nan,Yuke's,T,"WWE 2K17,WWE",10/11/2016,0,33761,0,0,72,44939,0.001602172,1249
NHL 15,PS4,2014,Sports,Electronic Arts,1.49,0.58,0,0.35,2.42,nan,nan,2.96,884,EA Sports,E10+,"NHL,NHL 15",9/9/2014,23,30176,0.000762195,279,59,26546,0.002222557,8361
New Carnival Games,Wii,2010,Misc,Take-Two Interactive,0.82,0.47,0,0.12,1.4,nan,nan,0,nan,Cat Daddy Games,E,New Carnival Games,9/21/2010,0,11598,0,0,0,11251,0,0
Assassin's Creed: Brotherhood,Windows,2011,Action,Ubisoft,0.3,0.68,0,0.2,1.18,88,48,8.2,2204,Ubisoft Montreal,M,"Assassin's Creed,Assassin's Creed: Brotherhood,Brotherhood",3/22/2011,43,18670,0.00230316,455,52,23810,0.002183956,428
Disney Sing It: Family Hits,Wii,2010,Misc,Disney Interactive Studios,0.87,0.37,0,0.12,1.35,nan,nan,0,nan,Disney Interactive Studios,E,"Family Hits,Disney Sing It,Disney Sing It: Family Hits",8/3/2010,0,10546,0,0,0,10372,0,0
