,Unnamed: 0,Unnamed: 0.1,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,keywords,release date
153,191,191,LEGO Harry Potter: Years 1-4,Wii,2010.0,Action,Warner Bros. Interactive Entertainment,5.289999999999999,4.23,0.0,1.19,10.71,76.85714285714286,152.0,6.728571428571429,,Traveller's Tales,E10+,"LEGO Harry Potter: Years 1-4,Years 1-4,LEGO Harry Potter",6/29/2010
154,192,192,Need for Speed (2015),PS4,2015.0,Racing,Electronic Arts,1.0,3.0,0.1,0.74,4.86,,,,,,,"Need for Speed,Need for Speed (2015)",11/5/2015
157,195,195,uDraw Studio,Wii,2010.0,Misc,THQ,3.3,1.14,0.0,0.4,4.84,71.0,18.0,0.0,,THQ,E,uDraw Studio,11/14/2010
158,196,196,Tomb Raider (2013),PS3,2013.0,Action,Square Enix,2.06,3.36,0.17,1.13,6.7299999999999995,,,,,,,"Tomb Raider,Tomb Raider (2013)",3/5/2013
159,197,197,pro evolution soccer 2011,PS3,2010.0,Sports,Konami Digital Entertainment,0.6699999999999999,2.78,1.08,0.8899999999999999,5.430000000000001,77.66666666666667,123.0,6.5,203.0,Konami,E,"pro evolution soccer,pro evolution soccer 2011",10/19/2010
160,198,198,Halo: Combat Evolved Anniversary,Xbox 360,2011.0,Shooter,Microsoft Game Studios,2.88,1.4,0.08,0.44,4.8,82.0,146.0,8.1,974.0,343 Industries,M,"Halo,Halo: Combat Evolved Anniversary,Combat Evolved Anniversary",11/15/2011
161,199,199,Madden NFL 11,PS3,2010.0,Sports,Electronic Arts,4.08,0.3,0.0,0.4,4.76,83.0,72.0,6.1,136.0,EA Tiburon,E,"Madden NFL 11,Madden,Madden NFL",8/20/2010
162,200,200,Dead Island,Xbox 360,2011.0,Action,Deep Silver,4.16,2.1799999999999997,0.15,0.74,7.2299999999999995,73.25,215.0,6.8,3087.0,Techland,M,Dead Island,9/6/2011
163,202,202,Kinect: Disneyland Adventures,Xbox 360,2011.0,Misc,Microsoft Game Studios,3.46,0.86,0.04,0.34,4.7,73.0,66.0,2.9,134.0,Frontier Developments,E10+,"Kinect: Disneyland Adventures,Kinect,Disneyland Adventures",11/15/2011
164,203,203,The Legend of Zelda: Majora's Mask 3D,3DS,2015.0,Action,Nintendo,2.3,1.1,0.94,0.34,4.68,89.0,164.0,9.0,956.0,GREZZO,E10+,"The Legend of Zelda,Zelda,Majora's Mask 3D,The Legend of Zelda: Majora's Mask 3D",2/13/2015
166,205,205,Kinect Sports: Season Two,Xbox 360,2011.0,Sports,Microsoft Game Studios,2.76,1.44,0.04,0.44,4.68,66.0,92.0,6.5,78.0,"Rare Ltd., BigPark",E,"Kinect Sports: Season,Kinect Sports,Season Two,Kinect Sports: Season Two",10/25/2011
167,206,206,Guild Wars 2,Windows,2012.0,Action,NCSoft,1.92,2.14,0.0,0.54,4.62,90.0,138.0,7.9,5908.0,ArenaNet,T,"Guild Wars 2,Guild Wars",8/28/2012
168,207,207,Paper Mario: Sticker Star,3DS,2012.0,Role-Playing,Nintendo,2.24,0.82,1.28,0.28,4.6,75.0,138.0,5.6,764.0,Intelligent Systems,E,"Paper Mario: Sticker Star,Paper Mario,Sticker Star,Mario",11/11/2012
170,210,210,The Sims 3,Xbox 360,2010.0,Simulation,Electronic Arts,3.65,2.7300000000000004,0.02,0.76,7.17,75.75,132.0,6.75,217.0,The Sims Studio,T,"The Sims,The Sims 3,Sims",10/26/2010
172,212,212,Far Cry: Primal,PS4,2016.0,Action,Ubisoft,1.67,2.83,0.12,0.7799999999999999,5.3999999999999995,76.33333333333333,209.0,6.333333333333333,1464.0,Ubisoft Montreal,M,"Primal,Far Cry,Far Cry: Primal",2/23/2016
175,215,215,God of War: Ascension,PS3,2013.0,Action,Sony Computer Entertainment,2.46,1.26,0.08,0.7,4.5,80.0,178.0,7.5,1828.0,SCE Santa Monica,M,"God of War,God of War: Ascension,Ascension",3/12/2013
176,217,217,New Super Luigi U,Wii U,2013.0,Platform,Nintendo,2.5,1.24,0.36,0.36,4.48,77.0,118.0,7.9,576.0,Nintendo,E,New Super Luigi U,6/20/2013
177,218,218,Assassin's Creed IV: Black Flag,Xbox One,2013.0,Action,Ubisoft,3.18,1.48,0.0,0.47,5.1,,,7.5,2180.0,Ubisoft,M,"Assassin's Creed IV,Assassin's Creed,Black Flag,Assassin's Creed IV: Black Flag",11/19/2013
178,219,219,Madden NFL 25,Xbox 360,2013.0,Sports,Electronic Arts,6.86,0.33,0.0,0.85,8.040000000000001,76.6,114.0,5.279999999999999,592.0,EA Sports,E,"Madden NFL 25,Madden NFL,Madden",8/27/2013
180,221,221,LEGO Marvel Super Heroes,Xbox 360,2013.0,Action,Warner Bros. Interactive Entertainment,3.71,3.1,0.03,0.85,7.7,,,,,TT Games,E10+,"Marvel,LEGO Marvel Super Heroes",10/22/2013
181,222,222,Tom Clancy's Rainbow Six: Siege,PS4,2015.0,Shooter,Ubisoft,2.0,2.91,0.28,0.8,5.99,74.75,141.0,7.1,1946.0,Ubisoft Montreal,M,"Siege,Tom Clancy's Rainbow Six: Siege,Tom Clancy's,Tom Clancy's Rainbow Six",12/1/2015
182,223,223,Forza Motorsport 5,Xbox One,2013.0,Racing,Microsoft Game Studios,2.42,1.58,0.02,0.38,4.4,79.0,152.0,5.9,2190.0,Turn 10,E,"Forza Motorsport,Forza Motorsport 5",11/22/2013
183,224,224,Need for Speed: Hot Pursuit,Xbox 360,2010.0,Racing,Electronic Arts,2.35,2.35,0.0,0.52,5.23,78.0,168.0,6.1,986.0,Criterion Games,E10+,"Need for Speed: Hot Pursuit,Need for Speed,Hot Pursuit",11/16/2010
184,225,225,BioShock 2,Xbox 360,2010.0,Shooter,Take-Two Interactive,3.75,1.54,0.06,0.6,5.94,88.0,248.0,8.2,1638.0,2K Marin,M,"BioShock,BioShock 2",2/9/2010
185,226,226,Madden NFL 15,PS4,2014.0,Sports,Electronic Arts,7.24,0.76,0.0,1.45,9.45,,,5.36,596.0,EA Sports,E,"Madden NFL 15,Madden,Madden NFL",8/26/2014
186,227,227,Pro Evolution Soccer 2012,PS3,2011.0,Action,Konami Digital Entertainment,0.78,2.26,1.1,0.73,4.88,79.33333333333333,118.0,6.599999999999999,319.0,Konami,E,"Pro Evolution Soccer,Pro Evolution Soccer 2012",9/27/2011
189,230,230,Final Fantasy XIII,Xbox 360,2010.0,Role-Playing,Square Enix,2.56,1.34,0.02,0.42,4.32,82.0,108.0,6.3,1078.0,Square Enix,T,"Final Fantasy,Final Fantasy XIII",3/9/2010
190,231,231,Skylanders SWAP Force,Wii,2013.0,Platform,Activision,4.609999999999999,2.7100000000000004,0.0,0.8300000000000001,8.17,,,5.9125,285.0,Beenox,E10+,Skylanders SWAP Force,10/13/2013
191,232,232,Overwatch,PS4,2016.0,Shooter,Activision,2.5,2.2699999999999996,0.3,0.8,5.87,90.5,142.0,6.1499999999999995,7436.0,Blizzard Entertainment,T,Overwatch,5/24/2016
192,233,233,Hitman: Absolution,PS3,2012.0,Action,Square Enix,1.89,3.15,0.15000000000000002,1.09,6.25,81.0,137.0,7.275,2802.0,Io Interactive,M,"Hitman,Hitman: Absolution,Absolution",11/20/2012
195,236,236,Battlefield: Hardline,PS4,2015.0,Shooter,Electronic Arts,2.4399999999999995,2.4899999999999998,0.36000000000000004,0.8400000000000001,6.1000000000000005,,,4.9,2135.0,Visceral Games,M,"Battlefield,Battlefield: Hardline,Hardline",3/17/2015
196,238,238,NBA 2K11,Xbox 360,2010.0,Action,Take-Two Interactive,6.459999999999999,0.46,0.05,0.55,7.49,,,5.542857142857143,,Visual Concepts,E,"NBA,NBA 2K11",10/5/2010
197,239,239,Dying Light,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,2.9,1.7000000000000002,0.25,0.8200000000000001,5.67,74.25,182.0,7.875,4256.0,Techland,M,Dying Light,1/28/2015
198,242,242,Mario & Luigi: Dream Team,3DS,2013.0,Role-Playing,Nintendo,1.78,1.16,0.92,0.28,4.16,,,,,,,"Mario & Luigi: Dream Team,Dream Team,Mario,Mario & Luigi",8/11/2013
199,243,243,Portal 2,Xbox 360,2011.0,Shooter,Valve Software,3.98,1.9000000000000001,0.04,0.68,6.62,95.0,238.0,8.55,8930.0,Valve Software,E10+,"Portal 2,Portal",4/19/2011
200,245,245,DriveClub,PS4,2014.0,Racing,Sony Computer Entertainment,0.72,2.76,0.04,0.62,4.14,71.0,170.0,6.1,3142.0,Evolution Studios,E,DriveClub,10/7/2014
201,246,246,Metal Gear Solid: Peace Walker,PSP,2010.0,Action,Konami Digital Entertainment,0.92,0.82,1.92,0.48,4.12,89.0,132.0,8.9,886.0,Kojima Productions,T,"Metal Gear Solid: Peace Walker,Peace Walker,MGS,Metal Gear Solid",6/8/2010
202,247,247,Kirby's Epic Yarn,Wii,2010.0,Platform,Nintendo,2.84,0.18,0.9,0.2,4.12,,,,,,,"Kirby's Epic Yarn,Kirby",10/17/2010
203,248,248,Kingdom Hearts: Birth by Sleep,PSP,2010.0,Role-Playing,Square Enix,1.26,0.82,1.5,0.52,4.12,82.0,124.0,8.6,416.0,Square Enix,E10+,"KH,Kingdom Hearts: Birth by Sleep,Kingdom Hearts,Birth by Sleep",9/10/2010
204,249,249,Tom Clancy's Splinter Cell: Conviction,Xbox 360,2010.0,Action,Ubisoft,2.4,1.24,0.08,0.38,4.12,,,,,,,"Tom Clancy's,Tom Clancy's Splinter Cell,Conviction,Tom Clancy's Splinter Cell: Conviction",4/13/2010
206,252,252,Toy Story 3: The Video Game,DS,2010.0,Action,Disney Interactive Studios,3.6,3.41,0.04,0.93,7.97,,,,,,,"Toy Story 3: The Video Game,Toy Story 3,The Video Game",6/15/2010
207,253,253,Dance Central 2,Xbox 360,2011.0,Misc,Microsoft Game Studios,2.9,0.82,0.02,0.32,4.08,86.0,112.0,8.2,126.0,Harmonix Music Systems,T,"Dance Central 2,Dance Central",10/25/2011
208,254,254,Dark Souls,PS3,2011.0,Role-Playing,Namco Bandai Games,2.14,1.29,1.08,0.53,5.03,89.0,174.0,8.6,3900.0,From Software,M,Dark Souls,10/4/2011
210,256,256,Battlefield 4,Xbox One,2013.0,Shooter,Electronic Arts,2.5,1.16,0.0,0.38,4.04,81.0,10.0,6.6,960.0,EA DICE,M,"Battlefield,Battlefield 4",11/22/2013
211,258,258,Need for Speed: The Run,PS3,2011.0,Action,Electronic Arts,2.08,3.07,0.06999999999999999,0.99,6.2,65.66666666666667,194.0,5.7,909.0,Black Box,T,"Need for Speed,Need for Speed: The Run,The Run",11/15/2011
212,259,259,Just Dance 2015,Wii,2014.0,Misc,Ubisoft,3.4499999999999997,2.46,0.0,0.6200000000000001,6.52,,,7.3999999999999995,98.0,Ubisoft,E10+,"Just Dance 2015,Just Dance",10/21/2014
213,260,260,Dragon Age: Inquisition,PS4,2014.0,Role-Playing,Electronic Arts,2.98,2.68,0.21000000000000002,0.93,6.81,,,6.316666666666667,9074.0,BioWare,M,"Inquisition,Dragon Age,Dragon Age: Inquisition",11/18/2014
215,262,262,Need for Speed Rivals,PS4,2013.0,Racing,Electronic Arts,1.46,1.84,0.06,0.6,3.96,80.0,106.0,6.2,1334.0,Ghost Games,E10+,Need for Speed Rivals,11/29/2013
216,263,263,Minecraft,Vita,2014.0,Misc,Sony Computer Entertainment Europe,0.36,1.28,1.8,0.48,3.92,,,,,,,Minecraft,10/14/2014
217,264,264,Forza Horizon,Xbox 360,2012.0,Racing,Microsoft Game Studios,1.64,1.86,0.08,0.36,3.92,85.0,166.0,8.4,862.0,"PLAYGROUND, Playground Games",T,Forza Horizon,10/23/2012
220,267,267,BioShock Infinite,Xbox 360,2013.0,Shooter,Take-Two Interactive,3.45,2.03,0.08,0.6700000000000002,6.21,93.5,161.0,8.5,12479.0,Irrational Games,M,BioShock Infinite,3/26/2013
221,268,268,Destiny: The Taken King,PS4,2015.0,Shooter,Activision,2.8200000000000003,2.0,0.1,0.8300000000000001,5.77,,,5.42,2691.0,Bungie,T,"Destiny: The Taken King,Destiny,The Taken King",9/15/2015
223,271,271,Diablo III,PS3,2013.0,Role-Playing,Activision,2.34,1.8900000000000001,0.3,0.7,5.2299999999999995,86.33333333333333,128.0,6.466666666666666,1498.0,Blizzard Entertainment,M,"Diablo III,Diablo",9/3/2013
224,272,272,LittleBigPlanet 3,PS4,2014.0,Platform,Sony Computer Entertainment,1.52,2.19,0.03,0.72,4.45,,,7.133333333333333,1076.0,Sumo Digital,E,"LittleBigPlanet 3,LittleBigPlanet",11/28/2014
226,276,276,NBA 2K17,PS4,2016.0,Sports,Take-Two Interactive,3.51,0.6600000000000001,0.04,0.8200000000000001,5.029999999999999,,,5.0,434.0,Visual Concepts,E,"NBA 2K17,NBA",9/20/2016
228,278,278,Just Cause 3,PS4,2015.0,Action,Square Enix,1.41,2.56,0.14,0.65,4.76,72.75,158.0,6.325,1521.0,Avalanche Studios,M,"Just Cause,Just Cause 3",12/1/2015
229,279,279,Max Payne 3,PS3,2012.0,Shooter,Take-Two Interactive,2.04,2.4,0.13,0.73,5.32,86.66666666666667,142.0,7.8,2449.0,Rockstar Studios,M,"Max Payne 3,Max Payne",5/15/2012
231,281,281,Kirby: Triple Deluxe,3DS,2014.0,Platform,Nintendo,1.22,0.68,1.58,0.18,3.66,80.0,136.0,8.8,412.0,HAL Labs,E,"Triple Deluxe,Kirby: Triple Deluxe,Kirby",5/2/2014
232,282,282,GoldenEye 007 (2010),Wii,2010.0,Action,Activision,1.78,1.43,0.26,0.33,3.79,,,,,,,"GoldenEye 007,GoldenEye 007 (2010)",11/2/2010
233,283,283,Sonic Classic Collection,DS,2010.0,Platform,Sega,1.84,1.46,0.0,0.34,3.66,70.0,48.0,7.5,56.0,Creative Assembly,E,"Sonic,Sonic Classic Collection",3/2/2010
234,284,284,Diablo III,PS4,2014.0,Role-Playing,Activision,1.38,2.2,0.12,0.6200000000000001,4.3,,,,,Blizzard Entertainment,M,"Diablo III,Diablo",8/19/2014
235,285,285,inFAMOUS 2,PS3,2011.0,Action,Sony Computer Entertainment,2.1,0.94,0.16,0.44,3.64,83.0,180.0,8.4,1864.0,Sucker Punch,T,"inFAMOUS 2,inFAMOUS",6/7/2011
236,287,287,Mafia III,PS4,2016.0,Action,Take-Two Interactive,1.2000000000000002,2.5500000000000003,0.06,0.6300000000000001,4.430000000000001,66.5,181.0,4.5,3449.0,Hangar 13,M,"Mafia III,Mafia",10/7/2016
238,289,289,Forza Motorsport 6,Xbox One,2015.0,Racing,Microsoft Game Studios,1.46,1.8,0.06,0.28,3.6,87.0,170.0,7.9,1726.0,Turn 10,E,"Forza Motorsport 6,Forza Motorsport",9/15/2015
239,290,290,The Evil Within,PS4,2014.0,Action,Bethesda Softworks,2.06,2.6300000000000003,0.36,0.78,5.82,,,7.166666666666667,3962.0,Tango Gameworks,M,The Evil Within,10/14/2014
240,293,293,LEGO Star Wars III: The Clone Wars,Wii,2011.0,Action,LucasArts,4.839999999999999,3.26,0.0,0.9199999999999999,9.0,71.875,144.0,5.5125,,Traveller's Tales,E10+,"The Clone Wars,LEGO Star Wars III: The Clone Wars,LEGO Star Wars III,Star Wars",3/22/2011
241,294,294,Madden NFL 17,PS4,2016.0,Sports,Electronic Arts,3.79,0.4000000000000001,0.0,0.81,5.0200000000000005,,,3.3200000000000003,216.0,EA Sports,E,"Madden,Madden NFL,Madden NFL 17",8/23/2016
242,295,295,Just Cause 2,PS3,2010.0,Action,Square Enix,1.49,2.67,0.13999999999999999,0.81,5.1,82.33333333333333,206.0,8.0,849.0,Avalanche Studios,M,"Just Cause,Just Cause 2",3/23/2010
243,296,296,The Elder Scrolls Online,PS4,2015.0,Role-Playing,Bethesda Softworks,2.12,1.96,0.0,0.7,4.78,,,,,,,"Elder Scrolls,The Elder Scrolls Online",6/9/2015
244,297,297,Wii Party U,Wii U,2013.0,Misc,Nintendo,0.6,1.12,1.68,0.1,3.5,65.0,76.0,6.8,270.0,Nd Cube,E,Wii Party U,10/25/2013
246,300,300,Kinect Star Wars,Xbox 360,2012.0,Action,Microsoft Game Studios,2.1,1.04,0.06,0.28,3.48,55.0,122.0,3.5,290.0,Terminal Reality,T,"Star Wars,Kinect Star Wars",4/3/2012
247,301,301,Dragon's Dogma,PS3,2012.0,Role-Playing,Capcom,1.24,1.11,1.51,0.4,4.27,77.0,135.0,8.133333333333335,1208.0,Capcom,M,Dragon's Dogma,5/22/2012
248,302,302,The Order: 1886,PS4,2015.0,Shooter,Sony Computer Entertainment,1.22,1.56,0.12,0.54,3.48,63.0,188.0,6.6,6344.0,"Ready at Dawn, SCE Santa Monica",M,"The Order,The Order: 1886,The Order:,1886",2/20/2015
249,303,303,Knack,PS4,2013.0,Platform,Sony Computer Entertainment Europe,0.86,1.36,0.84,0.4,3.46,54.0,166.0,6.5,2148.0,SCE Japan Studio,E10+,Knack,11/15/2013
251,306,306,The Crew,PS4,2014.0,Racing,Ubisoft,1.01,2.64,0.06,0.5900000000000001,4.3,,,5.775,1420.0,"Ubisoft Reflections, Ivory Tower",T,The Crew,12/2/2014
254,309,309,Dishonored,Xbox 360,2012.0,Action,Bethesda Softworks,3.0999999999999996,1.71,0.06,0.5900000000000001,5.46,,,,,Arkane Studios,M,Dishonored,10/9/2012
256,312,312,The Sims 3: Late Night Expansion Pack,Windows,2010.0,Simulation,Electronic Arts,1.18,1.74,0.0,0.46,3.4,74.0,34.0,5.3,154.0,The Sims Studio,T,"The Sims 3: Late Night Expansion Pack,The Sims 3,Sims,Late Night Expansion Pack",10/26/2010
257,313,313,No Man's Sky,PS4,2016.0,Action,Hello Games,1.26,1.52,0.06,0.54,3.4,71.0,188.0,4.5,10192.0,Hello Games,T,No Man's Sky,8/9/2016
259,316,316,Sonic Colors,Wii,2010.0,Platform,Sega,2.5300000000000002,1.67,0.03,0.42,4.65,78.33333333333333,142.0,8.299999999999999,668.0,Sonic Team,E,"Sonic,Sonic Colors",11/16/2010
260,317,317,Sid Meier's Civilization V,Windows,2010.0,Strategy,Take-Two Interactive,1.96,1.04,0.0,0.34,3.36,90.0,140.0,7.9,4560.0,Firaxis Games,E10+,"Civilization,Sid Meier's Civilization,Civ,Sid Meier's Civilization V",9/21/2010
261,319,319,StarCraft II: Heart of the Swarm,Windows,2013.0,Strategy,Activision,1.66,1.32,0.0,0.36,3.34,86.0,136.0,7.9,2692.0,Blizzard Entertainment,T,"StarCraft II,Heart of the Swarm,StarCraft II: Heart of the Swarm",3/12/2013
262,320,320,Until Dawn,PS4,2015.0,Adventure,Sony Computer Entertainment Europe,0.9,1.8,0.1,0.52,3.32,79.0,206.0,8.2,4322.0,SuperMassive Games,M,Until Dawn,8/25/2015
263,321,321,Saints Row IV,Xbox 360,2013.0,Action,Deep Silver,2.69,1.47,0.11,0.47000000000000003,4.760000000000001,81.0,155.0,6.675000000000001,2471.0,Volition Inc.,M,"Saints Row IV,Saints Row",8/20/2013
264,322,322,LEGO Batman 2: DC Super Heroes,Xbox 360,2012.0,Action,Warner Bros. Interactive Entertainment,4.16,2.72,0.0,0.78,7.659999999999998,,,6.985714285714287,396.0,TT Games,E10+,"Batman,DC Super Heroes,LEGO Batman 2: DC Super Heroes,LEGO Batman 2",6/19/2012
265,323,323,Dark Souls III,PS4,2016.0,Role-Playing,Namco Bandai Games,1.56,0.99,0.68,0.48,3.69,88.33333333333333,152.0,8.733333333333334,4394.0,From Software,M,"Dark Souls III,Dark Souls",4/12/2016
266,324,324,Kirby's Return to Dreamland,Wii,2011.0,Platform,Nintendo,1.16,0.42,1.58,0.14,3.3,77.0,98.0,8.5,312.0,HAL Labs,E10+,"Kirby's Return to Dreamland,Kirby",8/17/2011
268,326,326,Beyond: Two Souls,PS3,2013.0,Adventure,Sony Computer Entertainment,1.04,1.6,0.12,0.52,3.26,70.0,196.0,8.1,5304.0,Quantic Dream,M,"Beyond: Two Souls,Beyond,Two Souls",10/8/2013
271,329,329,Kinectimals,Xbox 360,2010.0,Simulation,Microsoft Game Studios,2.04,0.92,0.0,0.26,3.24,74.0,100.0,3.1,138.0,Frontier Developments,E,Kinectimals,11/4/2010
272,330,330,LEGO Marvel Super Heroes,PS4,2013.0,Action,Warner Bros. Interactive Entertainment,1.18,1.52,0.02,0.52,3.24,83.0,44.0,7.7,524.0,TT Games,E10+,"Marvel,LEGO Marvel Super Heroes",11/15/2013
274,332,332,Rage,Xbox 360,2011.0,Shooter,Bethesda Softworks,2.25,1.9599999999999997,0.12,0.56,4.88,80.5,223.0,6.2,3089.0,id Software,M,Rage,10/4/2011
276,335,335,Kingdom Hearts 3D: Dream Drop Distance,3DS,2012.0,Action,Square Enix,1.76,0.52,0.68,0.2,3.16,75.0,108.0,8.2,534.0,Square Enix,E10+,"KH,Kingdom Hearts 3D: Dream Drop Distance,Kingdom Hearts 3D,Dream Drop Distance",7/31/2012
277,336,336,Sonic Generations,PS3,2011.0,Platform,Sega,1.91,1.91,0.04,0.65,4.54,76.33333333333333,125.0,8.233333333333333,846.0,Sega,E,"Sonic Generations,Sonic",11/1/2011
278,337,337,Mario Party 10,Wii U,2015.0,Misc,Nintendo,1.38,1.06,0.48,0.24,3.16,66.0,132.0,6.5,558.0,"Nintendo, Nd Cube",E,"Mario,Mario Party,Mario Party 10",3/20/2015
279,338,338,Dead Rising 3,Xbox One,2013.0,Action,Microsoft Game Studios,2.12,0.7,0.02,0.3,3.14,78.0,138.0,6.8,1816.0,Capcom Vancouver,M,"Dead Rising,Dead Rising 3",11/22/2013
280,339,339,Gears of War: Judgment,Xbox 360,2013.0,Shooter,Microsoft Game Studios,1.84,1.0,0.06,0.24,3.14,79.0,162.0,5.4,1558.0,Epic Games,M,"Gears,Gears of War: Judgment,Gears of War,Judgment",3/19/2013
284,344,344,LEGO Pirates of the Caribbean: The Video Game,Wii,2011.0,Action,Disney Interactive Studios,3.1399999999999997,3.02,0.0,0.7899999999999999,6.960000000000001,71.5,161.0,5.25,,Traveller's Tales,E10+,"LEGO Pirates of the Caribbean: The Video Game,LEGO Pirates of the Caribbean,The Video Game",5/10/2011
286,346,346,Wolfenstein: The New Order,PS4,2014.0,Shooter,Bethesda Softworks,1.7300000000000002,2.55,0.08,0.6700000000000002,5.050000000000001,,,7.783333333333334,4489.0,MachineGames,M,"The New Order,Wolfenstein,Wolfenstein: The New Order",5/20/2014
287,347,347,Mafia II,Xbox 360,2010.0,Action,Take-Two Interactive,2.37,1.96,0.04,0.6100000000000001,4.99,75.0,265.0,7.800000000000001,2451.0,2K Czech,M,"Mafia II,Mafia",8/24/2010
289,350,350,Ratchet & Clank (2016),PS4,2016.0,Platform,Sony Computer Entertainment,1.0,1.52,0.08,0.48,3.08,,,,,,,"Ratchet & Clank (2016),Ratchet & Clank",4/20/2016
290,352,352,Go Vacation,Wii,2011.0,Misc,Namco Bandai Games,0.84,1.3,0.66,0.28,3.06,64.0,56.0,7.8,26.0,Namco Bandai Games,E10+,Go Vacation,10/11/2011
291,353,353,Pro Evolution Soccer 2013,PS3,2012.0,Sports,Konami Digital Entertainment,0.44,1.46,0.98,0.51,3.37,82.0,107.0,6.766666666666667,369.0,Konami,E,"Pro Evolution Soccer,Pro Evolution Soccer 2013",9/25/2012
294,358,358,Dead Space 2,Xbox 360,2011.0,Shooter,Electronic Arts,2.7399999999999998,1.5099999999999998,0.0,0.51,4.76,89.0,272.0,8.475000000000001,2867.0,Visceral Games,M,"Dead Space,Dead Space 2",1/25/2011
295,359,359,Football Manager 2012,Windows,2011.0,Sports,Sega,0.04,2.32,0.0,0.66,3.02,84.0,90.0,8.0,344.0,Sports Interactive,E,"Football Manager,Football Manager 2012",10/21/2011
296,361,361,Star Wars: The Force Unleashed II,PS3,2010.0,Action,LucasArts,3.2699999999999996,1.56,0.0,0.6100000000000001,5.43,60.0,170.0,6.1499999999999995,620.0,LucasArts,T,"Star Wars: The Force Unleashed II,Star Wars: The Force Unleashed,The Force Unleashed II,Star Wars",10/26/2010
297,362,362,Dead Rising 2,Xbox 360,2010.0,Action,Capcom,2.03,1.62,0.32999999999999996,0.45999999999999996,4.4799999999999995,79.0,223.0,6.7,821.0,Blue Castle Games,M,"Dead Rising 2,Dead Rising",9/28/2010
300,365,365,Doom (2016),PS4,2016.0,Shooter,Bethesda Softworks,1.59,1.7599999999999998,0.04,0.5700000000000001,3.95,,,,,,,"Doom (2016),Doom",5/13/2016
301,366,366,Resistance 3,PS3,2011.0,Shooter,Sony Computer Entertainment,1.28,1.14,0.1,0.44,2.96,83.0,182.0,7.8,1086.0,Insomniac Games,M,"Resistance 3,Resistance",9/6/2011
303,368,368,LEGO City Undercover,3DS,2013.0,Platform,Nintendo,1.51,1.96,0.27,0.3,4.04,,,,,,,LEGO City Undercover,3/18/2013
304,369,369,Call of Duty Black Ops: Declassified,Vita,2012.0,Action,Activision,1.42,0.86,0.14,0.52,2.94,33.0,116.0,4.8,958.0,Nihilistic,M,"Call of Duty Black Ops: Declassified,CoD,Call of Duty Black Ops,Declassified",11/13/2012
305,370,370,Tom Clancy's Ghost Recon: Future Soldier,Xbox 360,2012.0,Shooter,Ubisoft,2.32,1.2200000000000002,0.13,0.38,4.06,77.0,181.0,6.550000000000001,1192.0,Ubisoft Paris,M,"Future Soldier,Tom Clancy's Ghost Recon: Future Soldier,Tom Clancy's Ghost Recon,Tom Clancy's",5/22/2012
306,371,371,Super Scribblenauts,DS,2010.0,Puzzle,Warner Bros. Interactive Entertainment,2.12,0.58,0.0,0.22,2.92,81.0,106.0,8.2,92.0,5TH Cell,E10+,Super Scribblenauts,10/12/2010
308,375,375,Mass Effect 2,PS3,2011.0,Role-Playing,Electronic Arts,1.56,0.9,0.06,0.38,2.9,94.0,124.0,8.5,2162.0,BioWare,M,"Mass Effect,Mass Effect 2",1/18/2011
309,376,376,LEGO Battles: Ninjago,DS,2011.0,Strategy,Warner Bros. Interactive Entertainment,2.04,0.64,0.0,0.22,2.9,59.0,28.0,6.9,22.0,Hellbent Games,E,"LEGO Battles,LEGO Battles: Ninjago,Ninjago",4/12/2011
311,378,378,Sonic & Sega All-Stars Racing,Wii,2010.0,Racing,Sega,2.01,2.29,0.0,0.57,4.87,,,,,,,"Sonic & Sega All-Stars Racing,Sonic",2/23/2010
313,381,381,Kinect Joy Ride,Xbox 360,2010.0,Racing,Microsoft Game Studios,1.84,0.78,0.0,0.24,2.86,52.0,92.0,5.0,40.0,BigPark,E,Kinect Joy Ride,11/4/2010
315,383,383,SimCity (2013),Windows,2013.0,Simulation,Electronic Arts,0.96,1.54,0.0,0.34,2.84,64.0,150.0,2.2,9144.0,Maxis,E10+,"SimCity,SimCity (2013)",3/6/2013
317,385,385,Metal Gear Rising: Revengeance,PS3,2013.0,Action,Konami Digital Entertainment,1.2,0.88,0.88,0.36,3.32,80.66666666666667,168.0,7.866666666666667,1850.0,PlatinumGames,M,"MGS,Metal Gear Rising: Revengeance,Revengeance,Metal Gear Rising",2/19/2013
318,387,387,UFC Undisputed 2010,PS3,2010.0,Fighting,THQ,2.61,1.1700000000000002,0.04,0.51,4.35,82.0,205.0,7.025,189.0,Yuke's,T,"UFC Undisputed,UFC Undisputed 2010",5/25/2010
319,388,388,Medal of Honor: Warfighter,PS3,2012.0,Action,Electronic Arts,1.69,1.8399999999999999,0.13,0.66,4.3,54.5,117.0,5.699999999999999,1536.0,Danger Close,M,"Warfighter,Medal of Honor,Medal of Honor: Warfighter",10/23/2012
320,389,389,The Sims 3,Wii,2010.0,Simulation,Electronic Arts,1.14,1.38,0.0,0.28,2.82,,,2.5,62.0,The Sims Studio,T,"The Sims,The Sims 3,Sims",11/15/2010
