,Unnamed: 0,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,keywords,release date
150,150,Middle-Earth: Shadow of Mordor,PS4,2014.0,Action,Warner Bros. Interactive Entertainment,1.01,1.43,0.05,0.47,2.96,84.0,85.0,8.1,1886.0,Monolith Productions,M,"Middle-Earth: Shadow of Mordor,Middle-Earth,Shadow of Mordor",9/30/2014
151,151,Titanfall,Xbox One,2014.0,Shooter,Electronic Arts,1.84,0.8,0.04,0.27,2.95,86.0,68.0,6.4,2658.0,Respawn Entertainment,M,Titanfall,3/11/2014
152,152,Battlefield: Bad Company 2,PS3,2010.0,Shooter,Electronic Arts,1.33,1.1,0.08,0.44,2.95,88.0,59.0,8.5,572.0,EA DICE,M,"Battlefield: Bad Company,Battlefield,Bad Company 2,Battlefield: Bad Company 2",3/2/2010
153,153,Call of Duty: Ghosts,Xbox One,2013.0,Shooter,Activision,1.88,0.77,0.0,0.27,2.92,78.0,7.0,4.3,700.0,Infinity Ward,M,"Ghosts,Call of Duty,CoD,Call of Duty: Ghosts",11/5/2013
154,154,FIFA 15,Xbox 360,2014.0,Sports,Electronic Arts,0.79,1.92,0.0,0.21,2.92,,,4.2,85.0,EA Sports,E,"FIFA,FIFA 15",9/23/2014
155,155,Madden NFL 13,Xbox 360,2012.0,Sports,Electronic Arts,2.53,0.15,0.0,0.17,2.86,81.0,36.0,5.8,179.0,EA Tiburon,E,"Madden,Madden NFL,Madden NFL 13",8/30/2012
156,156,Assassin's Creed IV: Black Flag,PS4,2013.0,Action,Ubisoft,1.07,1.31,0.06,0.42,2.85,83.0,29.0,7.8,1530.0,Ubisoft,M,"Assassin's Creed IV,Assassin's Creed,Black Flag,Assassin's Creed IV: Black Flag",11/15/2013
158,158,Assassin's Creed: Brotherhood,PS3,2010.0,Action,Ubisoft,1.87,0.55,0.11,0.29,2.82,90.0,59.0,8.2,791.0,Ubisoft Montreal,M,"Assassin's Creed,Assassin's Creed: Brotherhood,Brotherhood",11/16/2010
159,159,Zumba Fitness 2,Wii,2011.0,Sports,Majesco Entertainment,1.51,1.03,0.0,0.27,2.81,,,tbd,,"Majesco Games, Majesco",T,"Zumba Fitness,Zumba Fitness 2",11/15/2011
162,162,inFAMOUS: Second Son,PS4,2014.0,Action,Sony Computer Entertainment,1.28,0.98,0.07,0.46,2.79,80.0,90.0,7.9,2944.0,Sucker Punch,T,"Second Son,inFAMOUS: Second Son,inFAMOUS",3/21/2014
165,165,Skylanders: Spyro's Adventure,Wii,2011.0,Action,Activision,1.35,1.13,0.0,0.3,2.78,81.0,11.0,5.6,31.0,Toys for Bob,E10+,"Skylanders: Spyro's Adventure,Skylanders,Spyro's Adventure",10/16/2011
166,166,Battlefield 3,Windows,2011.0,Shooter,Electronic Arts,0.89,1.43,0.0,0.46,2.78,89.0,61.0,7.5,4926.0,EA DICE,M,"Battlefield 3,Battlefield",10/25/2011
167,167,Mortal Kombat X,PS4,2015.0,Fighting,Warner Bros. Interactive Entertainment,1.5,0.8,0.0,0.48,2.78,83.0,81.0,7.7,836.0,"Warner Bros. Interactive Entertainment, NetherRealm Studios",M,"Mortal Kombat,Mortal Kombat X",4/14/2015
168,168,Killzone 3,PS3,2011.0,Shooter,Sony Computer Entertainment,1.45,0.86,0.09,0.38,2.77,84.0,85.0,7.9,942.0,Guerrilla,M,"Killzone,Killzone 3",2/25/2011
169,169,Minecraft,Xbox One,2014.0,Misc,Microsoft Game Studios,1.61,0.9,0.0,0.25,2.76,,,,,,,Minecraft,9/5/2014
170,170,Saints Row: The Third,Xbox 360,2011.0,Action,THQ,1.25,1.14,0.07,0.3,2.76,84.0,70.0,7.6,490.0,Volition Inc.,M,"Saints Row,Saints Row: The Third,The Third",11/15/2011
171,171,FIFA 16,PS3,2015.0,Sports,Electronic Arts,0.41,1.84,0.05,0.4,2.71,,,3.2,58.0,EA Sports,E,"FIFA,FIFA 16",9/22/2015
172,172,L.A. Noire,Xbox 360,2011.0,Adventure,Take-Two Interactive,1.52,0.92,0.02,0.24,2.7,89.0,83.0,7.8,893.0,Team Bondi,M,L.A. Noire,5/17/2011
173,173,Madden NFL 12,Xbox 360,2011.0,Sports,Electronic Arts,2.42,0.11,0.0,0.16,2.69,78.0,55.0,5.9,94.0,EA Tiburon,E,"Madden NFL 12,Madden NFL,Madden",9/1/2011
174,174,Killzone: Shadow Fall,PS4,2013.0,Shooter,Sony Computer Entertainment,0.89,1.33,0.08,0.39,2.69,73.0,88.0,6.8,2102.0,Guerrilla,M,"Killzone: Shadow Fall,Killzone,Shadow Fall",11/15/2013
175,175,Madden NFL 11,Xbox 360,2010.0,Sports,Electronic Arts,2.38,0.12,0.0,0.18,2.69,84.0,47.0,5.7,120.0,EA Tiburon,E,"Madden NFL 11,Madden,Madden NFL",8/6/2010
176,176,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010.0,Puzzle,Nintendo,1.63,0.51,0.35,0.18,2.67,79.0,51.0,7.7,18.0,Nintendo,E,"Mario vs. Donkey Kong,Mario vs. Donkey Kong: Mini-Land Mayhem!,Mini-Land Mayhem!,Donkey Kong,Mario",11/14/2010
177,177,FIFA 17,Xbox One,2016.0,Sports,Electronic Arts,0.43,2.05,0.0,0.17,2.65,84.0,50.0,5.5,201.0,"EA Sports, EA Vancouver",E,"FIFA,FIFA 17",9/27/2016
179,179,Skate 3,Xbox 360,2010.0,Sports,Electronic Arts,1.47,0.93,0.0,0.24,2.63,80.0,65.0,8,127.0,EA Black Box,T,"Skate,Skate 3",5/11/2010
180,180,NBA 2K12,Xbox 360,2011.0,Sports,Take-Two Interactive,2.31,0.14,0.01,0.16,2.62,90.0,42.0,7.7,134.0,Visual Concepts,E,"NBA,NBA 2K12",10/4/2011
183,183,Madden NFL 13,PS3,2012.0,Sports,Electronic Arts,2.11,0.22,0.0,0.23,2.56,83.0,22.0,5.5,101.0,EA Tiburon,E,"Madden,Madden NFL,Madden NFL 13",8/30/2012
185,185,NBA 2K14,Xbox 360,2013.0,Sports,Take-Two Interactive,2.1,0.19,0.0,0.23,2.52,87.0,23.0,4.9,150.0,Visual Concepts,E,"NBA,NBA 2K14",10/1/2013
186,186,Skylanders Giants,Wii,2012.0,Action,Activision,1.48,0.83,0.0,0.21,2.52,78.0,8.0,7,20.0,Toys for Bob,E10+,Skylanders Giants,10/21/2012
187,187,Bloodborne,PS4,2015.0,Action,Sony Computer Entertainment,1.03,0.81,0.26,0.38,2.48,92.0,100.0,8.6,6383.0,From Software,M,Bloodborne,3/24/2015
188,188,NBA 2K13,PS3,2012.0,Sports,Take-Two Interactive,1.73,0.43,0.05,0.27,2.47,90.0,26.0,8,99.0,Visual Concepts,E,"NBA,NBA 2K13",10/2/2012
189,189,Saints Row: The Third,PS3,2011.0,Action,THQ,0.86,1.04,0.18,0.38,2.47,82.0,50.0,7.7,384.0,Volition Inc.,M,"Saints Row,Saints Row: The Third,The Third",11/15/2011
190,190,NBA 2K15,PS4,2014.0,Sports,Take-Two Interactive,1.47,0.54,0.01,0.43,2.45,83.0,50.0,7,291.0,Visual Concepts,E,"NBA 2K15,NBA",10/7/2014
191,191,LEGO Harry Potter: Years 1-4,Wii,2010.0,Action,Warner Bros. Interactive Entertainment,1.28,0.93,0.0,0.22,2.43,79.0,13.0,8,34.0,Traveller's Tales,E10+,"LEGO Harry Potter: Years 1-4,Years 1-4,LEGO Harry Potter",6/29/2010
192,192,Need for Speed (2015),PS4,2015.0,Racing,Electronic Arts,0.5,1.5,0.05,0.37,2.43,,,,,,,"Need for Speed,Need for Speed (2015)",11/5/2015
193,193,Call of Duty: Infinite Warfare,Xbox One,2016.0,Shooter,Activision,1.46,0.74,0.0,0.22,2.42,78.0,17.0,3.1,290.0,Infinity Ward,M,"Infinite Warfare,Call of Duty: Infinite Warfare,CoD,Call of Duty",11/4/2016
194,194,Madden NFL 16,Xbox One,2015.0,Sports,Electronic Arts,2.08,0.08,0.0,0.26,2.42,84.0,23.0,6.1,124.0,EA Sports,E,"Madden,Madden NFL 16,Madden NFL",8/25/2015
195,195,uDraw Studio,Wii,2010.0,Misc,THQ,1.65,0.57,0.0,0.2,2.42,71.0,9.0,tbd,,THQ,E,uDraw Studio,11/14/2010
196,196,Tomb Raider (2013),PS3,2013.0,Action,Square Enix,0.6,1.26,0.08,0.48,2.42,,,,,,,"Tomb Raider,Tomb Raider (2013)",3/5/2013
197,197,pro evolution soccer 2011,PS3,2010.0,Sports,Konami Digital Entertainment,0.29,1.17,0.54,0.41,2.41,77.0,40.0,6.8,85.0,Konami,E,"pro evolution soccer,pro evolution soccer 2011",10/19/2010
198,198,Halo: Combat Evolved Anniversary,Xbox 360,2011.0,Shooter,Microsoft Game Studios,1.44,0.7,0.04,0.22,2.4,82.0,73.0,8.1,487.0,343 Industries,M,"Halo,Halo: Combat Evolved Anniversary,Combat Evolved Anniversary",11/15/2011
199,199,Madden NFL 11,PS3,2010.0,Sports,Electronic Arts,2.04,0.15,0.0,0.2,2.38,83.0,36.0,6.1,68.0,EA Tiburon,E,"Madden NFL 11,Madden,Madden NFL",8/20/2010
200,200,Dead Island,Xbox 360,2011.0,Action,Deep Silver,1.48,0.69,0.0,0.2,2.37,71.0,75.0,6.9,627.0,Techland,M,Dead Island,9/6/2011
202,202,Kinect: Disneyland Adventures,Xbox 360,2011.0,Misc,Microsoft Game Studios,1.73,0.43,0.02,0.17,2.35,73.0,33.0,2.9,67.0,Frontier Developments,E10+,"Kinect: Disneyland Adventures,Kinect,Disneyland Adventures",11/15/2011
203,203,The Legend of Zelda: Majora's Mask 3D,3DS,2015.0,Action,Nintendo,1.15,0.55,0.47,0.17,2.34,89.0,82.0,9,478.0,GREZZO,E10+,"The Legend of Zelda,Zelda,Majora's Mask 3D,The Legend of Zelda: Majora's Mask 3D",2/13/2015
204,204,NBA 2K16,Xbox One,2015.0,Sports,Take-Two Interactive,1.95,0.15,0.0,0.24,2.34,86.0,14.0,6.2,115.0,Visual Concepts,E10+,"NBA,NBA 2K16",9/29/2015
205,205,Kinect Sports: Season Two,Xbox 360,2011.0,Sports,Microsoft Game Studios,1.38,0.72,0.02,0.22,2.34,66.0,46.0,6.5,39.0,"Rare Ltd., BigPark",E,"Kinect Sports: Season,Kinect Sports,Season Two,Kinect Sports: Season Two",10/25/2011
206,206,Guild Wars 2,Windows,2012.0,Action,NCSoft,0.96,1.07,0.0,0.27,2.31,90.0,69.0,7.9,2954.0,ArenaNet,T,"Guild Wars 2,Guild Wars",8/28/2012
207,207,Paper Mario: Sticker Star,3DS,2012.0,Role-Playing,Nintendo,1.12,0.41,0.64,0.14,2.3,75.0,69.0,5.6,382.0,Intelligent Systems,E,"Paper Mario: Sticker Star,Paper Mario,Sticker Star,Mario",11/11/2012
209,209,LEGO Harry Potter: Years 1-4,DS,2010.0,Action,Warner Bros. Interactive Entertainment,1.07,0.99,0.0,0.22,2.28,72.0,7.0,7.2,6.0,TT Fusion,E10+,"LEGO Harry Potter: Years 1-4,Years 1-4,LEGO Harry Potter",6/29/2010
210,210,The Sims 3,Xbox 360,2010.0,Simulation,Electronic Arts,1.27,0.81,0.0,0.2,2.28,76.0,42.0,7.1,71.0,The Sims Studio,T,"The Sims,The Sims 3,Sims",10/26/2010
211,211,Dead Island,PS3,2011.0,Action,Deep Silver,1.08,0.73,0.15,0.31,2.27,71.0,41.0,6.6,405.0,Techland,M,Dead Island,9/6/2011
212,212,Far Cry: Primal,PS4,2016.0,Action,Ubisoft,0.6,1.25,0.06,0.35,2.26,76.0,91.0,6.3,635.0,Ubisoft Montreal,M,"Primal,Far Cry,Far Cry: Primal",2/23/2016
213,213,Battlefield 1,Xbox One,2016.0,Shooter,Electronic Arts,1.28,0.77,0.0,0.2,2.25,87.0,37.0,8.2,440.0,EA DICE,M,"Battlefield,Battlefield 1",10/21/2016
214,214,Madden NFL 12,PS3,2011.0,Sports,Electronic Arts,1.93,0.15,0.0,0.17,2.25,79.0,31.0,5.5,56.0,EA Tiburon,E,"Madden NFL 12,Madden NFL,Madden",9/1/2011
215,215,God of War: Ascension,PS3,2013.0,Action,Sony Computer Entertainment,1.23,0.63,0.04,0.35,2.25,80.0,89.0,7.5,914.0,SCE Santa Monica,M,"God of War,God of War: Ascension,Ascension",3/12/2013
217,217,New Super Luigi U,Wii U,2013.0,Platform,Nintendo,1.25,0.62,0.18,0.18,2.24,77.0,59.0,7.9,288.0,Nintendo,E,New Super Luigi U,6/20/2013
218,218,Assassin's Creed IV: Black Flag,Xbox One,2013.0,Action,Ubisoft,1.48,0.55,0.0,0.21,2.23,,,7.4,355.0,Ubisoft,M,"Assassin's Creed IV,Assassin's Creed,Black Flag,Assassin's Creed IV: Black Flag",11/19/2013
219,219,Madden NFL 25,Xbox 360,2013.0,Sports,Electronic Arts,1.98,0.06,0.0,0.19,2.23,80.0,32.0,5.6,136.0,EA Sports,E,"Madden NFL 25,Madden NFL,Madden",8/27/2013
220,220,Borderlands 2,PS3,2012.0,Shooter,Take-Two Interactive,1.05,0.72,0.1,0.35,2.23,91.0,25.0,8.2,858.0,Gearbox Software,M,"Borderlands,Borderlands 2",9/18/2012
221,221,LEGO Marvel Super Heroes,Xbox 360,2013.0,Action,Warner Bros. Interactive Entertainment,1.24,0.79,0.0,0.19,2.22,80.0,37.0,7.6,127.0,TT Games,E10+,"Marvel,LEGO Marvel Super Heroes",10/22/2013
222,222,Tom Clancy's Rainbow Six: Siege,PS4,2015.0,Shooter,Ubisoft,0.55,1.19,0.14,0.33,2.21,73.0,40.0,7.3,480.0,Ubisoft Montreal,M,"Siege,Tom Clancy's Rainbow Six: Siege,Tom Clancy's,Tom Clancy's Rainbow Six",12/1/2015
223,223,Forza Motorsport 5,Xbox One,2013.0,Racing,Microsoft Game Studios,1.21,0.79,0.01,0.19,2.2,79.0,76.0,5.9,1095.0,Turn 10,E,"Forza Motorsport,Forza Motorsport 5",11/22/2013
224,224,Need for Speed: Hot Pursuit,Xbox 360,2010.0,Racing,Electronic Arts,1.03,0.96,0.0,0.21,2.2,88.0,73.0,7,206.0,Criterion Games,E10+,"Need for Speed: Hot Pursuit,Need for Speed,Hot Pursuit",11/16/2010
225,225,BioShock 2,Xbox 360,2010.0,Shooter,Take-Two Interactive,1.45,0.54,0.02,0.19,2.2,88.0,93.0,8.2,573.0,2K Marin,M,"BioShock,BioShock 2",2/9/2010
226,226,Madden NFL 15,PS4,2014.0,Sports,Electronic Arts,1.54,0.25,0.0,0.4,2.19,81.0,37.0,6.1,208.0,EA Sports,E,"Madden NFL 15,Madden,Madden NFL",8/26/2014
227,227,Pro Evolution Soccer 2012,PS3,2011.0,Action,Konami Digital Entertainment,0.34,0.96,0.55,0.33,2.19,80.0,41.0,6.6,132.0,Konami,E,"Pro Evolution Soccer,Pro Evolution Soccer 2012",9/27/2011
228,228,FIFA 15,Xbox One,2014.0,Sports,Electronic Arts,0.6,1.42,0.0,0.16,2.18,82.0,33.0,5.4,347.0,EA Sports,E,"FIFA,FIFA 15",9/23/2014
229,229,Tom Clancy's The Division,Xbox One,2016.0,Shooter,Ubisoft,1.29,0.68,0.0,0.2,2.16,80.0,33.0,6.9,614.0,Massive Entertainment,M,"Tom Clancy's,Tom Clancy's The Division",3/8/2016
230,230,Final Fantasy XIII,Xbox 360,2010.0,Role-Playing,Square Enix,1.28,0.67,0.01,0.21,2.16,82.0,54.0,6.3,539.0,Square Enix,T,"Final Fantasy,Final Fantasy XIII",3/9/2010
231,231,Skylanders SWAP Force,Wii,2013.0,Platform,Activision,1.21,0.75,0.0,0.19,2.15,,,6.6,5.0,Beenox,E10+,Skylanders SWAP Force,10/13/2013
232,232,Overwatch,PS4,2016.0,Shooter,Activision,0.81,0.85,0.15,0.33,2.14,90.0,31.0,6.1,1358.0,Blizzard Entertainment,T,Overwatch,5/24/2016
233,233,Hitman: Absolution,PS3,2012.0,Action,Square Enix,0.59,1.05,0.07,0.44,2.14,83.0,30.0,7.5,511.0,Io Interactive,M,"Hitman,Hitman: Absolution,Absolution",11/20/2012
234,234,NBA 2K12,PS3,2011.0,Sports,Take-Two Interactive,1.62,0.26,0.05,0.18,2.11,90.0,38.0,6.7,127.0,Visual Concepts,E,"NBA,NBA 2K12",10/4/2011
235,235,NBA 2K14,PS3,2013.0,Sports,Take-Two Interactive,1.44,0.31,0.04,0.32,2.11,84.0,26.0,4.9,142.0,Visual Concepts,E,"NBA,NBA 2K14",10/1/2013
236,236,Battlefield: Hardline,PS4,2015.0,Shooter,Electronic Arts,0.71,0.94,0.14,0.32,2.1,73.0,46.0,5,845.0,Visceral Games,M,"Battlefield,Battlefield: Hardline,Hardline",3/17/2015
238,238,NBA 2K11,Xbox 360,2010.0,Action,Take-Two Interactive,1.84,0.12,0.01,0.13,2.09,89.0,50.0,8.1,100.0,Visual Concepts,E,"NBA,NBA 2K11",10/5/2010
239,239,Dying Light,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,0.96,0.67,0.12,0.34,2.09,74.0,58.0,7.9,1287.0,Techland,M,Dying Light,1/28/2015
242,242,Mario & Luigi: Dream Team,3DS,2013.0,Role-Playing,Nintendo,0.89,0.58,0.46,0.14,2.08,,,,,,,"Mario & Luigi: Dream Team,Dream Team,Mario,Mario & Luigi",8/11/2013
243,243,Portal 2,Xbox 360,2011.0,Shooter,Valve Software,1.41,0.49,0.01,0.17,2.08,95.0,66.0,8.5,997.0,Valve Software,E10+,"Portal 2,Portal",4/19/2011
245,245,DriveClub,PS4,2014.0,Racing,Sony Computer Entertainment,0.36,1.38,0.02,0.31,2.07,71.0,85.0,6.1,1571.0,Evolution Studios,E,DriveClub,10/7/2014
246,246,Metal Gear Solid: Peace Walker,PSP,2010.0,Action,Konami Digital Entertainment,0.46,0.41,0.96,0.24,2.06,89.0,66.0,8.9,443.0,Kojima Productions,T,"Metal Gear Solid: Peace Walker,Peace Walker,MGS,Metal Gear Solid",6/8/2010
247,247,Kirby's Epic Yarn,Wii,2010.0,Platform,Nintendo,1.42,0.09,0.45,0.1,2.06,,,,,,,"Kirby's Epic Yarn,Kirby",10/17/2010
248,248,Kingdom Hearts: Birth by Sleep,PSP,2010.0,Role-Playing,Square Enix,0.63,0.41,0.75,0.26,2.06,82.0,62.0,8.6,208.0,Square Enix,E10+,"KH,Kingdom Hearts: Birth by Sleep,Kingdom Hearts,Birth by Sleep",9/10/2010
249,249,Tom Clancy's Splinter Cell: Conviction,Xbox 360,2010.0,Action,Ubisoft,1.2,0.62,0.04,0.19,2.06,,,,,,,"Tom Clancy's,Tom Clancy's Splinter Cell,Conviction,Tom Clancy's Splinter Cell: Conviction",4/13/2010
251,251,Madden NFL 15,Xbox 360,2014.0,Sports,Electronic Arts,1.77,0.06,0.0,0.22,2.05,,,5.5,29.0,EA Sports,E,"Madden NFL 15,Madden,Madden NFL",8/26/2014
252,252,Toy Story 3: The Video Game,DS,2010.0,Action,Disney Interactive Studios,0.89,0.94,0.02,0.21,2.05,,,,,,,"Toy Story 3: The Video Game,Toy Story 3,The Video Game",6/15/2010
253,253,Dance Central 2,Xbox 360,2011.0,Misc,Microsoft Game Studios,1.45,0.41,0.01,0.16,2.04,86.0,56.0,8.2,63.0,Harmonix Music Systems,T,"Dance Central 2,Dance Central",10/25/2011
254,254,Dark Souls,PS3,2011.0,Role-Playing,Namco Bandai Games,0.75,0.51,0.54,0.22,2.02,89.0,54.0,8.7,1397.0,From Software,M,Dark Souls,10/4/2011
255,255,Just Dance 3,Xbox 360,2011.0,Misc,Ubisoft,1.47,0.39,0.0,0.16,2.02,70.0,34.0,7.7,17.0,Ubisoft,E10+,"Just Dance 3,Just Dance",10/7/2011
256,256,Battlefield 4,Xbox One,2013.0,Shooter,Electronic Arts,1.25,0.58,0.0,0.19,2.02,81.0,5.0,6.6,480.0,EA DICE,M,"Battlefield,Battlefield 4",11/22/2013
258,258,Need for Speed: The Run,PS3,2011.0,Action,Electronic Arts,0.58,1.04,0.03,0.36,2.01,64.0,48.0,6.4,182.0,Black Box,T,"Need for Speed,Need for Speed: The Run,The Run",11/15/2011
259,259,Just Dance 2015,Wii,2014.0,Misc,Ubisoft,0.99,0.85,0.0,0.17,2.01,,,8.4,5.0,Ubisoft,E10+,"Just Dance 2015,Just Dance",10/21/2014
260,260,Dragon Age: Inquisition,PS4,2014.0,Role-Playing,Electronic Arts,0.73,0.88,0.08,0.32,2.01,89.0,43.0,7.4,1984.0,BioWare,M,"Inquisition,Dragon Age,Dragon Age: Inquisition",11/18/2014
261,261,Skate 3,PS3,2010.0,Sports,Electronic Arts,0.79,0.88,0.0,0.32,1.98,80.0,46.0,7.6,82.0,EA Black Box,T,"Skate,Skate 3",5/11/2010
262,262,Need for Speed Rivals,PS4,2013.0,Racing,Electronic Arts,0.73,0.92,0.03,0.3,1.98,80.0,53.0,6.2,667.0,Ghost Games,E10+,Need for Speed Rivals,11/29/2013
263,263,Minecraft,Vita,2014.0,Misc,Sony Computer Entertainment Europe,0.18,0.64,0.9,0.24,1.96,,,,,,,Minecraft,10/14/2014
264,264,Forza Horizon,Xbox 360,2012.0,Racing,Microsoft Game Studios,0.82,0.93,0.04,0.18,1.96,85.0,83.0,8.4,431.0,"PLAYGROUND, Playground Games",T,Forza Horizon,10/23/2012
265,265,Resident Evil 6,Xbox 360,2012.0,Shooter,Capcom,1.12,0.6,0.07,0.16,1.95,67.0,71.0,5,1407.0,Capcom,M,"Resident Evil 6,Resident Evil",10/2/2012
266,266,The Sims 3,PS3,2010.0,Simulation,Electronic Arts,0.73,0.89,0.02,0.3,1.94,78.0,39.0,6.4,55.0,The Sims Studio,T,"The Sims,The Sims 3,Sims",10/26/2010
267,267,BioShock Infinite,Xbox 360,2013.0,Shooter,Take-Two Interactive,1.22,0.54,0.02,0.16,1.93,93.0,33.0,8.5,1647.0,Irrational Games,M,BioShock Infinite,3/26/2013
268,268,Destiny: The Taken King,PS4,2015.0,Shooter,Activision,0.78,0.79,0.04,0.31,1.93,86.0,81.0,6,1079.0,Bungie,T,"Destiny: The Taken King,Destiny,The Taken King",9/15/2015
269,269,Destiny,Xbox 360,2014.0,Shooter,Activision,1.31,0.43,0.0,0.18,1.92,,,4.7,504.0,Bungie,T,Destiny,9/9/2014
271,271,Diablo III,PS3,2013.0,Role-Playing,Activision,0.72,0.75,0.15,0.29,1.91,86.0,43.0,6.4,557.0,Blizzard Entertainment,M,"Diablo III,Diablo",9/3/2013
272,272,LittleBigPlanet 3,PS4,2014.0,Platform,Sony Computer Entertainment,0.66,0.93,0.01,0.31,1.91,79.0,78.0,7.1,506.0,Sumo Digital,E,"LittleBigPlanet 3,LittleBigPlanet",11/28/2014
273,273,Tomb Raider (2013),Xbox 360,2013.0,Action,Square Enix,0.86,0.84,0.01,0.17,1.89,,,,,,,"Tomb Raider,Tomb Raider (2013)",3/5/2013
276,276,NBA 2K17,PS4,2016.0,Sports,Take-Two Interactive,1.25,0.27,0.02,0.34,1.88,88.0,47.0,6.7,162.0,Visual Concepts,E,"NBA 2K17,NBA",9/20/2016
277,277,Madden NFL 25,PS3,2013.0,Sports,Electronic Arts,1.6,0.03,0.0,0.24,1.87,76.0,19.0,4.1,91.0,EA Sports,E,"Madden NFL 25,Madden NFL,Madden",8/27/2013
278,278,Just Cause 3,PS4,2015.0,Action,Square Enix,0.47,1.03,0.07,0.28,1.86,73.0,42.0,6.5,403.0,Avalanche Studios,M,"Just Cause,Just Cause 3",12/1/2015
279,279,Max Payne 3,PS3,2012.0,Shooter,Take-Two Interactive,0.59,0.89,0.06,0.3,1.85,87.0,31.0,7.8,790.0,Rockstar Studios,M,"Max Payne 3,Max Payne",5/15/2012
280,280,LEGO Marvel Super Heroes,PS3,2013.0,Action,Warner Bros. Interactive Entertainment,0.77,0.76,0.01,0.29,1.84,82.0,22.0,7.9,76.0,TT Games,E10+,"Marvel,LEGO Marvel Super Heroes",10/22/2013
281,281,Kirby: Triple Deluxe,3DS,2014.0,Platform,Nintendo,0.61,0.34,0.79,0.09,1.83,80.0,68.0,8.8,206.0,HAL Labs,E,"Triple Deluxe,Kirby: Triple Deluxe,Kirby",5/2/2014
282,282,GoldenEye 007 (2010),Wii,2010.0,Action,Activision,0.84,0.7,0.13,0.16,1.83,,,,,,,"GoldenEye 007,GoldenEye 007 (2010)",11/2/2010
283,283,Sonic Classic Collection,DS,2010.0,Platform,Sega,0.92,0.73,0.0,0.17,1.83,70.0,24.0,7.5,28.0,Creative Assembly,E,"Sonic,Sonic Classic Collection",3/2/2010
284,284,Diablo III,PS4,2014.0,Role-Playing,Activision,0.51,0.98,0.06,0.28,1.82,,,,,Blizzard Entertainment,M,"Diablo III,Diablo",8/19/2014
285,285,inFAMOUS 2,PS3,2011.0,Action,Sony Computer Entertainment,1.05,0.47,0.08,0.22,1.82,83.0,90.0,8.4,932.0,Sucker Punch,T,"inFAMOUS 2,inFAMOUS",6/7/2011
287,287,Mafia III,PS4,2016.0,Action,Take-Two Interactive,0.42,1.08,0.03,0.28,1.81,68.0,66.0,5.1,1147.0,Hangar 13,M,"Mafia III,Mafia",10/7/2016
288,288,NBA 2K11,PS3,2010.0,Action,Take-Two Interactive,1.41,0.2,0.03,0.16,1.8,89.0,46.0,7.6,105.0,Visual Concepts,E,"NBA,NBA 2K11",10/5/2010
289,289,Forza Motorsport 6,Xbox One,2015.0,Racing,Microsoft Game Studios,0.73,0.9,0.03,0.14,1.8,87.0,85.0,7.9,863.0,Turn 10,E,"Forza Motorsport 6,Forza Motorsport",9/15/2015
290,290,The Evil Within,PS4,2014.0,Action,Bethesda Softworks,0.55,0.86,0.11,0.27,1.79,75.0,65.0,7.3,1223.0,Tango Gameworks,M,The Evil Within,10/14/2014
293,293,LEGO Star Wars III: The Clone Wars,Wii,2011.0,Action,LucasArts,1.01,0.6,0.0,0.15,1.76,76.0,7.0,7.7,10.0,Traveller's Tales,E10+,"The Clone Wars,LEGO Star Wars III: The Clone Wars,LEGO Star Wars III,Star Wars",3/22/2011
294,294,Madden NFL 17,PS4,2016.0,Sports,Electronic Arts,1.25,0.17,0.0,0.32,1.75,82.0,35.0,4.9,83.0,EA Sports,E,"Madden,Madden NFL,Madden NFL 17",8/23/2016
295,295,Just Cause 2,PS3,2010.0,Action,Square Enix,0.45,0.92,0.06,0.32,1.75,83.0,66.0,8,291.0,Avalanche Studios,M,"Just Cause,Just Cause 2",3/23/2010
296,296,The Elder Scrolls Online,PS4,2015.0,Role-Playing,Bethesda Softworks,0.67,0.79,0.0,0.29,1.75,,,,,,,"Elder Scrolls,The Elder Scrolls Online",6/9/2015
297,297,Wii Party U,Wii U,2013.0,Misc,Nintendo,0.3,0.56,0.84,0.05,1.75,65.0,38.0,6.8,135.0,Nd Cube,E,Wii Party U,10/25/2013
299,299,Watch Dogs,PS3,2014.0,Action,Ubisoft,0.56,0.81,0.1,0.27,1.74,,,5.1,383.0,Ubisoft Montreal,M,Watch Dogs,5/27/2014
300,300,Kinect Star Wars,Xbox 360,2012.0,Action,Microsoft Game Studios,1.05,0.52,0.03,0.14,1.74,55.0,61.0,3.5,145.0,Terminal Reality,T,"Star Wars,Kinect Star Wars",4/3/2012
301,301,Dragon's Dogma,PS3,2012.0,Role-Playing,Capcom,0.41,0.44,0.72,0.17,1.74,78.0,38.0,8.3,444.0,Capcom,M,Dragon's Dogma,5/22/2012
302,302,The Order: 1886,PS4,2015.0,Shooter,Sony Computer Entertainment,0.61,0.78,0.06,0.27,1.74,63.0,94.0,6.6,3172.0,"Ready at Dawn, SCE Santa Monica",M,"The Order,The Order: 1886,The Order:,1886",2/20/2015
